No.,Scheme_Name,Net_Asset_Value,Outstanding_Number_of_ Units,Nav_Per_Unit,Sale_Price_per_Unit,Repurchase_Price/Unit,Date_Valued
4078,Umoja Fund,236017457137.48,352014526.91,670.4765,670.4765,663.7717,26-11-2020
4077,Bond Fund,59245551262.99,550853654.61,107.5523,107.5523,107.5523,29-11-2020
4076,Liquid Fund,159606690548.82,612704613.29,260.4953,260.4953,260.4953,29-11-2020
4075,Jikimu Fund,17841244489.38,128068057.79,139.3107,139.3107,136.5244,29-11-2020
4074,Watoto Fund,3648466083.05,9082201.33,401.7161,401.7161,397.6989,29-11-2020
4073,Wekeza Maisha Fund,1422109560.87,2705005.75,525.7325,525.7325,515.2179,29-11-2020
4072,Umoja Fund,236171172209.04,352059032.97,670.8283,670.8283,664.12,29-11-2020
4071,Bond Fund,58821794080.75,551848772.61,106.5904,106.5904,106.5904,30-11-2020
4070,Liquid Fund,160104745748.31,614414662.66,260.5809,260.5809,260.5809,30-11-2020
4069,Jikimu Fund,17775915910.75,127562498.61,139.3506,139.3506,136.5636,30-11-2020
4068,Watoto Fund,3649205136.91,9081930.7,401.8094,401.8094,397.7913,30-11-2020
4067,Wekeza Maisha Fund,1418636354.71,2697707.42,525.8674,525.8674,515.35,30-11-2020
4066,Umoja Fund,236160906037.44,351981991,670.946,670.946,664.2365,30-11-2020
4065,Bond Fund,59087995870.31,554150283.28,106.6281,106.6281,106.6281,01-12-2020
4064,Liquid Fund,160030233306.3,613926642.28,260.6667,260.6667,260.6667,01-12-2020
4063,Jikimu Fund,17808065515.95,127758174.32,139.3889,139.3889,136.6011,01-12-2020
4062,Watoto Fund,3655413817.85,9095240.6,401.904,401.904,397.885,01-12-2020
4061,Wekeza Maisha Fund,1419512611.67,2698667.98,526.0049,526.0049,515.4848,01-12-2020
4060,Umoja Fund,236184082039.78,351954714.37,671.0638,671.0638,664.3532,01-12-2020
4059,Bond Fund,59474241651.79,557576699.76,106.6656,106.6656,106.6656,02-12-2020
4058,Liquid Fund,160191111817.17,614341924.79,260.7524,260.7524,260.7524,02-12-2020
4057,Jikimu Fund,17815117651.53,127773739.39,139.4271,139.4271,136.6385,02-12-2020
4056,Watoto Fund,3656569354.81,9095972.2,401.9987,401.9987,397.9788,02-12-2020
4055,Wekeza Maisha Fund,1420893774.03,2700588.12,526.1423,526.1423,515.6195,02-12-2020
4054,Umoja Fund,236235829283.02,351969151.92,671.1833,671.1833,664.4715,02-12-2020
4053,Bond Fund,59855133214.26,560953783.73,106.7024,106.7024,106.7024,03-12-2020
4052,Liquid Fund,160194896821.6,614154380.08,260.8382,260.8382,260.8382,03-12-2020
4051,Jikimu Fund,17833136010.62,127788801.02,139.5516,139.5516,136.7606,03-12-2020
4050,Watoto Fund,3661120458.31,9097228.54,402.4435,402.4435,398.4191,03-12-2020
4049,Wekeza Maisha Fund,1423319733.81,2701604.96,526.8423,526.8423,516.3054,03-12-2020
4048,Umoja Fund,236489590229.17,351976685.06,671.8899,671.8899,665.171,03-12-2020
4047,Bond Fund,59887291213.47,560666271.56,106.8145,106.8145,106.8145,06-12-2020
4046,Liquid Fund,158454662022.76,606876191.36,261.0988,261.0988,261.0988,06-12-2020
4045,Jikimu Fund,17855975886.84,127849152.74,139.6644,139.6644,136.8711,06-12-2020
4044,Watoto Fund,3664126036.48,9098300.94,402.7264,402.7264,398.6991,06-12-2020
4043,Wekeza Maisha Fund,1424454155.06,2701652.44,527.2529,527.2529,516.7079,06-12-2020
4042,Umoja Fund,236619213331.03,351985437.26,672.2415,672.2415,665.5191,06-12-2020
4041,Bond Fund,60124232098.83,562687924.92,106.8518,106.8518,106.8518,07-12-2020
4040,Liquid Fund,158601969182.01,607239421.65,261.1852,261.1852,261.1852,07-12-2020
4039,Jikimu Fund,17874297559.29,127945283.66,139.7027,139.7027,136.9086,07-12-2020
4038,Watoto Fund,3657891663.24,9080638.13,402.8232,402.8232,398.795,07-12-2020
4037,Wekeza Maisha Fund,1410700996.28,2674823.35,527.3997,527.3997,516.8517,07-12-2020
4036,Umoja Fund,236556447677.47,351830454.38,672.3592,672.3592,665.6356,07-12-2020
4035,Bond Fund,60335725196.42,564276201.97,106.9259,106.9259,106.9259,09-12-2020
4034,Liquid Fund,159308270152.8,609542785.2,261.357,261.357,261.357,09-12-2020
4033,Jikimu Fund,17891694634.61,127999256.24,139.7797,139.7797,136.9841,09-12-2020
4032,Watoto Fund,3661371837.55,9085032.16,403.0114,403.0114,398.9813,09-12-2020
4031,Wekeza Maisha Fund,1411799340.88,2675500.36,527.6768,527.6768,517.1232,09-12-2020
4030,Umoja Fund,236644799733.35,351840146.26,672.5918,672.5918,665.8659,09-12-2020
4029,Bond Fund,60547676415.47,566062953.35,106.9628,106.9628,106.9628,10-12-2020
4028,Liquid Fund,159480612773.85,610001071.53,261.4432,261.4432,261.4432,10-12-2020
4027,Jikimu Fund,17900696997.13,128009450.85,139.8389,139.8389,137.0421,10-12-2020
4026,Watoto Fund,3668120644.94,9096942.49,403.2257,403.2257,399.1934,10-12-2020
4025,Wekeza Maisha Fund,1412189961.5,2675538.26,527.8153,527.8153,517.259,10-12-2020
4024,Umoja Fund,236780716800.61,351850070.56,672.9591,672.9591,666.2295,10-12-2020
4023,Bond Fund,60938563451.07,569130561.31,107.0731,107.0731,107.0731,13-12-2020
4022,Liquid Fund,159811821379.36,610662831.07,261.7022,261.7022,261.7022,13-12-2020
4021,Jikimu Fund,17917032649.82,128021644.02,139.9532,139.9532,137.1541,13-12-2020
4020,Watoto Fund,3671783554.23,9099604.41,403.5102,403.5102,399.4751,13-12-2020
4019,Wekeza Maisha Fund,1414111828.94,2677073.11,528.2306,528.2306,517.6659,13-12-2020
4018,Umoja Fund,236909580522.82,351857774.62,673.3106,673.3106,666.5775,13-12-2020
4017,Bond Fund,61073614857.63,570196908.5,107.1097,107.1097,107.1097,14-12-2020
4016,Liquid Fund,158232044870.24,604423769.03,261.7899,261.7899,261.7899,14-12-2020
4015,Jikimu Fund,17923998584.73,128037651.8,139.9901,139.9901,137.1903,14-12-2020
4014,Watoto Fund,3673761356.35,9101921.57,403.6248,403.6248,399.5886,14-12-2020
4013,Wekeza Maisha Fund,1414480064.08,2677073.11,528.3681,528.3681,517.8007,14-12-2020
4012,Umoja Fund,237014746662.11,351870244.35,673.5856,673.5856,666.8498,14-12-2020
4011,Bond Fund,61449417201.4,573508688.24,107.1464,107.1464,107.1464,15-12-2020
4010,Liquid Fund,138759596396.28,529012228.92,262.2994,262.2994,262.2994,15-12-2020
4009,Jikimu Fund,17899191969.48,127825273.36,140.0286,140.0286,137.228,15-12-2020
4008,Watoto Fund,3672027792.7,9095489.88,403.7196,403.7196,399.6824,15-12-2020
4007,Wekeza Maisha Fund,1414834462.42,2677046.97,528.5057,528.5057,517.9355,15-12-2020
4006,Umoja Fund,236863986949.28,351198055.37,674.4456,674.4456,667.7012,15-12-2020
4005,Bond Fund,62059229623.87,579004257.64,107.1827,107.1827,107.1827,16-12-2020
4004,Liquid Fund,138268754149.2,526971583.33,262.3837,262.3837,262.3837,16-12-2020
4003,Jikimu Fund,17904685750.88,127829701.46,140.0667,140.0667,137.2654,16-12-2020
4002,Watoto Fund,3673353380.77,9096634.4,403.8146,403.8146,399.7764,16-12-2020
4001,Wekeza Maisha Fund,1415302641.22,2677236.23,528.6432,528.6432,518.0703,16-12-2020
4000,Umoja Fund,236903706982.8,351196157.76,674.5624,674.5624,667.8167,16-12-2020
3999,Bond Fund,62199693831.2,580122559.2,107.2182,107.2182,107.2182,18-12-2020
3998,Liquid Fund,138713638459.49,528485401.33,262.4739,262.4739,262.4739,18-12-2020
3997,Jikimu Fund,17897811726.97,127745826.4,140.1049,140.1049,137.3028,18-12-2020
3996,Watoto Fund,3674630483.9,9097656.58,403.9096,403.9096,399.8705,18-12-2020
3995,Wekeza Maisha Fund,1415617975.37,2677136.23,528.7807,528.7807,518.2051,18-12-2020
3994,Umoja Fund,236947883914.52,351202458.33,674.676,674.676,667.9293,18-12-2020
3993,Bond Fund,62302596843.6761,580474918.4771,107.3304,107.3304,107.3304,20-12-2020
3992,Jikimu Fund,17912014420.4854,127743215.8022,140.2189,140.2189,137.4145,20-12-2020
3991,Watoto Fund,3676210068.1334,9095142.5158,404.1949,404.1949,400.1529,20-12-2020
3990,Umoja Fund,237040663080.525,351153440.9665,675.0344,675.0344,668.2841,20-12-2020
3989,Bond Fund,62302596843.68,580474918.48,107.3304,107.3304,107.3304,21-12-2020
3988,Liquid Fund,139003452849.28,529046781.19,262.7432,262.7432,262.7432,21-12-2020
3987,Jikimu Fund,17912014420.49,127743215.8,140.2189,140.2189,137.4145,21-12-2020
3986,Watoto Fund,3676210068.13,9095142.52,404.1949,404.1949,400.1529,21-12-2020
3985,Wekeza Maisha Fund,1416300482.3,2676334.8,529.1941,529.1941,518.6102,21-12-2020
3984,Umoja Fund,237040663080.53,351153440.97,675.0344,675.0344,668.2841,21-12-2020
3983,Bond Fund,62576654840.3,582831426.05,107.3666,107.3666,107.3666,22-12-2020
3982,Liquid Fund,139361841411.73,530233080.51,262.8313,262.8313,262.8313,22-12-2020
3981,Jikimu Fund,17919101704.54,127759782.76,140.2562,140.2562,137.4511,22-12-2020
3980,Watoto Fund,3678091229.14,9097658.63,404.2899,404.2899,400.247,22-12-2020
3979,Wekeza Maisha Fund,1416668567.54,2676334.8,529.3316,529.3316,518.745,22-12-2020
3978,Umoja Fund,237095109829.47,351173973.25,675.15,675.15,668.3985,22-12-2020
3977,Bond Fund,62699654939.41,583773367.42,107.4041,107.4041,107.4041,23-12-2020
3976,Liquid Fund,139305752489.11,529840339.63,262.9202,262.9202,262.9202,23-12-2020
3975,Jikimu Fund,17900144238.09,127650659.05,140.2276,140.2276,137.423,23-12-2020
3974,Watoto Fund,3675935015.61,9097648.02,404.0533,404.0533,400.0128,23-12-2020
3973,Wekeza Maisha Fund,1417537075.06,2677279.39,529.4692,529.4692,518.8799,23-12-2020
3972,Umoja Fund,237058949024.84,351198703.77,674.9995,674.9995,668.2495,23-12-2020
3971,Bond Fund,62868363679.4943,585140655.8159,107.4415,107.4415,107.4415,24-12-2020
3970,Liquid Fund,139684247390.461,531103433.8346,263.0076,263.0076,263.0076,24-12-2020
3969,Jikimu Fund,17905636450.2046,127655066.1264,140.2658,140.2658,137.4605,24-12-2020
3968,Watoto Fund,3676859960.1248,9097818.7046,404.1474,404.1474,400.1059,24-12-2020
3967,Wekeza Maisha Fund,1419807427.0656,2680872.4066,529.6065,529.6065,519.0144,24-12-2020
3966,Umoja Fund,237107127663.386,351207833.8449,675.1191,675.1191,668.3679,24-12-2020
3965,Bond Fund,62945631708.9535,585044927.5452,107.5911,107.5911,107.5911,28-12-2020
3964,Liquid Fund,139982264214.681,531508911.1018,263.3677,263.3677,263.3677,28-12-2020
3963,Jikimu Fund,17916813091.9322,127595661.9875,140.4187,140.4187,137.6103,28-12-2020
3962,Watoto Fund,3680362018.315,9097921.3024,404.5278,404.5278,400.4825,28-12-2020
3961,Wekeza Maisha Fund,1422001643.3572,2682232.3099,530.156,530.156,519.5529,28-12-2020
3960,Umoja Fund,237237782636.597,351151338.5268,675.5998,675.5998,668.8438,28-12-2020
3959,Bond Fund,63280434691.1562,587953532.5328,107.6283,107.6283,107.6283,29-12-2020
3958,Liquid Fund,140000357561.009,531396026.5915,263.4577,263.4577,263.4577,29-12-2020
3957,Jikimu Fund,17912259346.472,127528541.2977,140.4569,140.4569,137.6477,29-12-2020
3956,Watoto Fund,3681452433.339,9098479.9787,404.6228,404.6228,400.5766,29-12-2020
3955,Wekeza Maisha Fund,1423398142.4113,2684170.8714,530.2934,530.2934,519.6875,29-12-2020
3954,Umoja Fund,237283658615.948,351156543.6793,675.7205,675.7205,668.9632,29-12-2020
3953,Bond Fund,63728372890.0718,591919777.9432,107.6639,107.6639,107.6639,30-12-2020
3952,Liquid Fund,143221092380.3,543446374.5903,263.5423,263.5423,263.5423,30-12-2020
3951,Jikimu Fund,17917531636.0418,127531425.529,140.495,140.495,137.6851,30-12-2020
3950,Watoto Fund,3684498955.7421,9103923.8787,404.7155,404.7155,400.6683,30-12-2020
3949,Wekeza Maisha Fund,1424109796.561,2684837.8334,530.4267,530.4267,519.8182,30-12-2020
3948,Umoja Fund,237309570785.787,351132598.0206,675.8403,675.8403,669.0819,30-12-2020
3947,Bond Fund,63929897105.8766,593583339.6942,107.7016,107.7016,107.7016,31-12-2020
3946,Liquid Fund,152620440938.388,578927529.777,263.6262,263.6262,263.6262,31-12-2020
3945,Jikimu Fund,17964415714.3734,127830510.9443,140.5331,140.5331,137.7224,31-12-2020
3944,Watoto Fund,3686050078.9887,9105590.8634,404.8117,404.8117,400.7636,31-12-2020
3943,Wekeza Maisha Fund,1430985515.7551,2697092.166,530.566,530.566,519.9547,31-12-2020
3942,Umoja Fund,237355417114.075,351137780.8652,675.9609,675.9609,669.2013,31-12-2020
3941,Bond Fund,63496748480.5558,594244339.9416,106.8529,106.8529,106.8529,04-01-2021
3940,Liquid Fund,152989588122.354,579583142.5323,263.9649,263.9649,263.9649,04-01-2021
3939,Jikimu Fund,17602660698.3808,127846201.97,137.6862,137.6862,134.9325,04-01-2021
3938,Watoto Fund,3692607088.1376,9113127.7125,405.1965,405.1965,401.1445,04-01-2021
3937,Wekeza Maisha Fund,1433791988.7868,2699542.3796,531.1241,531.1241,520.5016,04-01-2021
3936,Umoja Fund,237531665653.171,351149137.3697,676.441,676.441,669.6766,04-01-2021
3935,Bond Fund,63911023600.1739,597909691.4392,106.8908,106.8908,106.8908,05-01-2021
3934,Liquid Fund,153694912194.539,582053708.6628,264.0562,264.0562,264.0562,05-01-2021
3933,Jikimu Fund,17608767435.5634,127836768.4952,137.7442,137.7442,134.9893,05-01-2021
3932,Watoto Fund,3690119674.9705,9102303.8054,405.405,405.405,401.351,05-01-2021
3931,Wekeza Maisha Fund,1437462425.1261,2705812.1007,531.2499,531.2499,520.6249,05-01-2021
3930,Umoja Fund,237587473887.846,351039206.012,676.8118,676.8118,670.0437,05-01-2021
3929,Bond Fund,64117181438.3804,599627590.9569,106.9283,106.9283,106.9283,06-01-2021
3928,Liquid Fund,153922198660.019,582717029.6024,264.1457,264.1457,264.1457,06-01-2021
3927,Jikimu Fund,17612681350.7916,127838619.9211,137.7728,137.7728,135.0173,06-01-2021
3926,Watoto Fund,3690783866.4778,9102992.208,405.4473,405.4473,401.3929,06-01-2021
3925,Wekeza Maisha Fund,1437841486.7219,2705812.1007,531.39,531.39,520.7622,06-01-2021
3924,Umoja Fund,237638507850.36,351053539.1083,676.9295,676.9295,670.1602,06-01-2021
3923,Bond Fund,64503109067.3741,603018546.738,106.967,106.967,106.967,07-01-2021
3922,Liquid Fund,155635627618.781,589007523.3774,264.2337,264.2337,264.2337,07-01-2021
3921,Jikimu Fund,17619379961.9094,127851686.567,137.8111,137.8111,135.0549,07-01-2021
3920,Wekeza Maisha Fund,1441400304.5631,2711796.4904,531.5297,531.5297,520.8991,07-01-2021
3919,Umoja Fund,237687274034.764,351064349.0151,677.0476,677.0476,670.2771,07-01-2021
3918,Bond Fund,65481527407.6018,611960488.5886,107.0029,107.0029,107.0029,08-01-2021
3917,Liquid Fund,155842077927.467,589591080.9322,264.3223,264.3223,264.3223,08-01-2021
3916,Jikimu Fund,17637467434.1593,127932304.3879,137.8656,137.8656,135.1083,08-01-2021
3915,Watoto Fund,3693538714.1163,9103369.3738,405.7331,405.7331,401.6758,08-01-2021
3914,Wekeza Maisha Fund,1442779576.8102,2713677.8528,531.6694,531.6694,521.036,08-01-2021
3913,Umoja Fund,237823822387.785,351073361.9393,677.4192,677.4192,670.645,08-01-2021
3912,Bond Fund,65671770518.3449,613101938.5453,107.114,107.114,107.114,11-01-2021
3911,Liquid Fund,156650444601.85,592057666.6716,264.5865,264.5865,264.5865,11-01-2021
3910,Jikimu Fund,17800011700.6494,128987645.8289,137.9978,137.9978,135.2378,11-01-2021
3909,Watoto Fund,3698108235.3225,9105446.2904,406.1424,406.1424,402.081,11-01-2021
3908,Wekeza Maisha Fund,1443945753.5239,2713730.522,532.0889,532.0889,521.4471,11-01-2021
3907,Umoja Fund,238043780308.625,351081240.2408,678.0305,678.0305,671.2502,11-01-2021
3906,Bond Fund,65946050835.3577,615245873.1103,107.1865,107.1865,107.1865,13-01-2021
3905,Liquid Fund,156863836022.939,592468805.7954,264.763,264.763,264.763,13-01-2021
3904,Jikimu Fund,17820303701.343,129043661.2147,138.0951,138.0951,135.3332,13-01-2021
3903,Watoto Fund,3732896358.0275,9184076.3474,406.4531,406.4531,402.3886,13-01-2021
3902,Wekeza Maisha Fund,1444904746.666,2714106.399,532.3685,532.3685,521.7211,13-01-2021
3901,Umoja Fund,238223846244.78,351092523.2141,678.5216,678.5216,671.7363,13-01-2021
3900,Bond Fund,66048537976.2068,615983562.0634,107.2245,107.2245,107.2245,14-01-2021
3899,Liquid Fund,157171879529.231,593427224.2822,264.8545,264.8545,264.8545,14-01-2021
3898,Jikimu Fund,17703183116.7054,128138244.0487,138.1569,138.1569,135.3938,14-01-2021
3897,Watoto Fund,3731245523.7026,9175143.9483,406.6689,406.6689,402.6022,14-01-2021
3896,Wekeza Maisha Fund,1443373569.075,2710510.7573,532.5098,532.5098,521.8596,14-01-2021
3895,Umoja Fund,238174179718.751,350827020.4822,678.8935,678.8935,672.1046,14-01-2021
3894,Bond Fund,66412407607.9244,619161119.9601,107.2619,107.2619,107.2619,15-01-2021
3893,Liquid Fund,157653792825.7,595041511.2716,264.9459,264.9459,264.9459,15-01-2021
3892,Jikimu Fund,17712480033.1884,128150556.8532,138.2162,138.2162,135.4519,15-01-2021
3891,Watoto Fund,3733642127.6968,9176191.4914,406.8836,406.8836,402.8148,15-01-2021
3890,Wekeza Maisha Fund,1444717920.5151,2712323.0302,532.6497,532.6497,521.9967,15-01-2021
3889,Umoja Fund,238287876877.275,350800654.9368,679.2686,679.2686,672.4759,15-01-2021
3888,Bond Fund,65538552694.5515,610363019.1155,107.3763,107.3763,107.3763,18-01-2021
3887,Liquid Fund,158754054109.661,598589451.0421,265.2136,265.2136,265.2136,18-01-2021
3886,Jikimu Fund,17708922597.1748,127999665.9671,138.3513,138.3513,135.5843,18-01-2021
3885,Watoto Fund,3738789239.6433,9179659.3178,407.2906,407.2906,403.2177,18-01-2021
3884,Wekeza Maisha Fund,1447720533.5312,2715819.1981,533.0696,533.0696,522.4082,18-01-2021
3883,Umoja Fund,238497926022.74,350789844.5361,679.8883,679.8883,673.0895,18-01-2021
3882,Bond Fund,65952330170.9183,614000786.162,107.4141,107.4141,107.4141,19-01-2021
3881,Liquid Fund,158759377325.64,598407765.4773,265.303,265.303,265.303,19-01-2021
3880,Jikimu Fund,17721256825.8412,128016796.2724,138.4292,138.4292,135.6606,19-01-2021
3879,Watoto Fund,3749143832.4058,9200244.794,407.5048,407.5048,403.4297,19-01-2021
3878,Wekeza Maisha Fund,1448600454.9594,2716757.1619,533.2094,533.2094,522.5452,19-01-2021
3877,Umoja Fund,238650537367.399,350822590.0622,680.2599,680.2599,673.4573,19-01-2021
3876,Bond Fund,66384440532.6938,617806704.7892,107.4518,107.4518,107.4518,20-01-2021
3875,Liquid Fund,159100633233.642,599492818.8359,265.3921,265.3921,265.3921,20-01-2021
3874,Jikimu Fund,17719394773.4733,127967914.8041,138.4675,138.4675,135.6981,20-01-2021
3873,Watoto Fund,3751676877.991,9204271.7676,407.6017,407.6017,403.5257,20-01-2021
3872,Wekeza Maisha Fund,1449004862.5892,2716804.0601,533.349,533.349,522.6821,20-01-2021
3871,Umoja Fund,238716998379.923,350857443.2275,680.3817,680.3817,673.5779,20-01-2021
3870,Bond Fund,66596553339.2576,619565095.4177,107.4892,107.4892,107.4892,21-01-2021
3869,Liquid Fund,159111648952.795,599332986.6059,265.4812,265.4812,265.4812,21-01-2021
3868,Jikimu Fund,17727029283.7404,127988524.7469,138.5048,138.5048,135.7347,21-01-2021
3867,Watoto Fund,3752595124.1964,9204357.6562,407.6977,407.6977,403.6207,21-01-2021
3866,Wekeza Maisha Fund,1449384244.234,2716804.0601,533.4887,533.4887,522.8189,21-01-2021
3865,Umoja Fund,238763796492.419,350864377.7926,680.5017,680.5017,673.6967,21-01-2021
3864,Bond Fund,66589829319.3857,619284878.6181,107.527,107.527,107.527,22-01-2021
3863,Liquid Fund,159602205702.071,600979218.0148,265.5703,265.5703,265.5703,22-01-2021
3862,Jikimu Fund,17523839426.0041,126485910.6268,138.5438,138.5438,135.7729,22-01-2021
3861,Watoto Fund,3750660824.8179,9197430.9842,407.7944,407.7944,403.7165,22-01-2021
3860,Wekeza Maisha Fund,1447829543.8351,2713175.5294,533.6291,533.6291,522.9566,22-01-2021
3859,Umoja Fund,238682279764.782,350682458.3682,680.6222,680.6222,673.816,22-01-2021
3858,Bond Fund,66762263009.8503,620240856.5075,107.6393,107.6393,107.6393,25-01-2021
3857,Liquid Fund,159821977724.575,601195614.6477,265.8402,265.8402,265.8402,25-01-2021
3856,Jikimu Fund,17540532276.1918,126502521.6011,138.6576,138.6576,135.8844,25-01-2021
3855,Watoto Fund,3755719065.1385,9203335.9601,408.0824,408.0824,404.0015,25-01-2021
3854,Wekeza Maisha Fund,1449367824.8968,2713925.1138,534.0486,534.0486,523.3676,25-01-2021
3853,Umoja Fund,238811083566.582,350686151.7839,680.9824,680.9824,674.1725,25-01-2021
3852,Bond Fund,67295342834.6757,624976428.9239,107.6766,107.6766,107.6766,26-01-2021
3851,Liquid Fund,160527596889.564,603649923.0401,265.9283,265.9283,265.9283,26-01-2021
3850,Jikimu Fund,17548375457.4105,126524518.2316,138.6955,138.6955,135.9215,26-01-2021
3849,Watoto Fund,3757455709.2269,9205426.2244,408.1784,408.1784,404.0966,26-01-2021
3848,Wekeza Maisha Fund,1449757180.9979,2713943.8387,534.1883,534.1883,523.5046,26-01-2021
3847,Umoja Fund,238859322408.678,350694781.9626,681.1032,681.1032,674.2921,26-01-2021
3846,Bond Fund,67415528127.5753,625875871.7172,107.7139,107.7139,107.7139,27-01-2021
3845,Liquid Fund,160518270630.24,603414599.8238,266.0166,266.0166,266.0166,27-01-2021
3844,Jikimu Fund,17581194893.5964,126675396.55,138.7893,138.7893,136.0136,27-01-2021
3843,Watoto Fund,3758560320.4625,9205967.7818,408.2743,408.2743,404.1916,27-01-2021
3842,Wekeza Maisha Fund,1450711576.1542,2715020.5197,534.328,534.328,523.6415,27-01-2021
3841,Umoja Fund,238906123045.251,350701303.9985,681.2239,681.2239,674.4117,27-01-2021
3840,Bond Fund,67758273900.2987,628839953.1422,107.7512,107.7512,107.7512,28-01-2021
3839,Liquid Fund,160897029300.812,604637946.8951,266.1047,266.1047,266.1047,28-01-2021
3838,Jikimu Fund,17552614630.1379,126435095.6444,138.8271,138.8271,136.0505,28-01-2021
